hall_1_L,hall_2_L,hall_3_L,flex_t_L,flex_i_L,flex_m_L,flex_r_L,flex_p_L,accel_x_L,accel_y_L,accel_z_L,gyro_x_L,gyro_y_L,gyro_z_L,hand,hall_1_R,hall_2_R,hall_3_R,flex_t_R,flex_i_R,flex_m_R,flex_r_R,flex_p_R,accel_x_R,accel_y_R,accel_z_R,gyro_x_R,gyro_y_R,gyro_z_R,hand,sign
2949.0,4013.0,1930.0,3786.0,3134.0,2490.0,3113.0,2321.0,6.43,6.0,5.54,-0.66,-2.3,0.15,0.0,2081.0,2800.0,2279.0,3235.0,4095.0,3510.0,4095.0,4095.0,-3.49,6.35,6.59,0.37,-0.58,0.42,1.0,nice-to-meet-you
2795.0,2496.0,2704.0,4042.0,3248.0,2876.0,3767.0,2809.0,7.95,5.56,4.18,-0.35,-0.72,-0.14,0.0,1520.0,3013.0,1312.0,3309.0,4095.0,4095.0,4095.0,2695.0,-3.41,6.91,7.54,-0.19,-0.45,0.69,1.0,nice-to-meet-you
2881.0,1040.0,2816.0,4095.0,3472.0,3267.0,4095.0,3245.0,7.55,4.6,-3.04,0.0,-3.22,-0.13,0.0,1822.0,2650.0,2426.0,3358.0,4095.0,4095.0,4095.0,1110.0,9.72,3.36,8.05,-1.7,-1.41,1.37,1.0,nice-to-meet-you
2857.0,998.0,3021.0,4095.0,3567.0,3248.0,3952.0,3222.0,4.09,7.82,-3.54,-0.18,2.94,-0.47,0.0,2650.0,892.0,3145.0,3494.0,4095.0,4095.0,4095.0,2230.0,2.27,2.94,12.8,-2.01,1.95,-3.0,1.0,nice-to-meet-you
3056.0,3722.0,2894.0,3632.0,3036.0,1988.0,2033.0,1430.0,1.9,7.42,-5.74,2.14,-3.36,-0.38,0.0,2290.0,3262.0,3280.0,3696.0,4095.0,2732.0,3421.0,2042.0,-4.66,-0.29,9.74,3.73,3.72,-2.03,1.0,nice-to-meet-you
3047.0,3609.0,3301.0,3618.0,3393.0,2067.0,2149.0,1587.0,4.27,5.73,-7.15,-0.38,-1.38,0.42,0.0,2934.0,3195.0,3335.0,2821.0,4095.0,2142.0,2764.0,1443.0,1.39,6.91,2.87,-2.3,-0.91,1.22,1.0,nice-to-meet-you
3055.0,3485.0,3284.0,3414.0,2835.0,2075.0,2147.0,1605.0,8.06,3.96,-6.25,-0.51,4.34,-1.44,0.0,2943.0,3260.0,3461.0,2864.0,4095.0,2166.0,2766.0,1712.0,3.71,9.16,14.06,-1.16,1.9,0.09,1.0,nice-to-meet-you
3054.0,3583.0,3095.0,3204.0,2628.0,2155.0,2229.0,1674.0,6.5,6.29,6.02,-3.62,3.73,1.11,0.0,2899.0,3250.0,3408.0,2899.0,4095.0,2250.0,2833.0,1919.0,-7.85,-11.17,-1.24,-8.73,7.3,-7.51,1.0,nice-to-meet-you
3056.0,3664.0,3027.0,3223.0,3024.0,2246.0,2315.0,1794.0,6.27,4.89,13.96,-1.34,1.49,-0.05,0.0,2905.0,3267.0,3365.0,2950.0,4095.0,2302.0,2864.0,1862.0,-11.5,0.79,4.47,0.21,-0.81,0.26,1.0,nice-to-meet-you
3049.0,3699.0,2880.0,3298.0,2963.0,2287.0,2371.0,1887.0,6.97,4.07,10.91,0.1,-0.19,0.19,0.0,2899.0,3263.0,3355.0,2995.0,4095.0,2326.0,2880.0,2030.0,-7.67,1.38,4.04,0.27,-0.11,0.09,1.0,nice-to-meet-you
